,Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
304,0,4,48,4,0,10127,3,3,2,3,1,2,4,44,1,3,1,3,1,1,1
305,1,4,6,2,2,1543,4,3,4,1,1,2,1,33,3,2,1,3,1,1,1
306,1,4,30,2,1,4811,5,4,2,2,1,4,2,24,2,1,1,2,1,1,1
307,0,1,12,2,3,727,2,2,4,4,1,3,4,33,3,2,1,2,1,2,1
308,0,2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,1
309,1,2,9,2,0,276,1,3,4,4,1,4,1,22,3,1,1,2,1,1,1
310,1,2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,1,2,1
311,1,4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,1,1,1
312,1,3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,1,1,1
313,0,2,12,2,0,685,1,4,2,4,1,3,3,25,1,2,1,2,1,1,1
314,1,3,4,2,0,1494,5,2,1,3,1,2,1,29,3,2,1,2,2,1,2
315,0,1,36,1,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,1,1,1
316,1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,2,1,1
317,1,2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,1,2,1
318,1,4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,1,1,1
319,1,1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,1,1,1
320,0,2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,1,1,1
321,0,1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,1,1,1
322,1,1,24,2,1,2910,1,4,2,3,1,1,4,34,3,3,1,4,1,2,1
323,1,1,18,2,2,2659,4,3,4,3,1,2,3,28,3,2,1,3,1,1,1
324,1,4,18,4,0,1028,1,3,4,2,1,3,1,36,3,2,2,3,1,1,1
325,1,1,8,4,0,3398,1,4,1,3,1,4,1,39,3,2,2,2,1,1,2
326,1,4,12,4,2,5801,5,5,2,3,1,4,2,49,3,1,1,3,1,2,1
327,1,4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,2,2,1
328,1,3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,1,1,1
329,1,2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,2,1,1
330,1,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,1
331,0,4,18,4,6,1864,2,3,4,2,1,2,1,30,3,2,2,3,1,1,1
332,0,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,1,1,1
333,0,4,48,4,1,11590,2,3,2,2,1,4,3,24,1,1,2,2,1,1,1
334,0,1,24,0,2,4110,1,5,3,3,1,4,4,23,1,1,2,3,2,1,1
335,0,1,6,4,2,3384,1,3,1,1,1,4,1,44,3,1,1,4,1,2,1
336,1,2,13,2,3,2101,1,2,2,2,3,4,2,23,3,2,1,2,1,1,1
337,0,1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,1
338,1,1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,1,1,1
339,1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,1,1,1
340,1,2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,1,2,1
341,1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,1,1,1
342,1,2,18,2,3,3213,3,2,1,4,1,3,1,25,3,1,1,3,1,1,1
343,1,2,18,2,9,4439,1,5,1,3,2,1,1,33,1,2,1,4,1,2,1
344,1,3,10,2,0,3949,1,2,1,3,3,1,2,37,3,2,1,2,2,1,1
345,1,4,15,4,3,1459,1,3,4,2,1,2,3,43,3,2,1,2,1,1,1
346,1,2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,1,1,1
347,1,2,24,2,3,3758,3,1,1,2,1,4,4,23,3,1,1,1,1,1,1
348,1,4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,1,1,1
349,0,2,9,4,6,1136,4,5,4,3,1,3,4,32,3,3,2,3,2,1,1
350,1,4,9,2,4,1236,1,2,1,2,1,4,1,23,3,1,1,3,1,2,1
351,0,2,9,2,2,959,1,3,1,2,1,2,3,29,3,2,1,3,1,1,2
352,1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,1,2,1
353,0,1,12,0,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,1,2,1
354,1,4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,1,2,1
355,0,2,24,2,0,1246,1,2,4,3,1,2,1,23,2,2,1,2,1,1,1
356,1,4,12,4,3,2331,5,5,1,3,2,4,1,49,3,2,1,3,1,2,1
357,0,4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,1,2,1
358,1,4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,1,1,1
359,0,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,1,1,1
360,1,2,18,2,6,1239,5,3,4,3,1,4,4,61,3,3,1,3,1,1,1
361,1,3,12,2,3,3399,5,5,2,3,1,3,3,37,3,2,1,4,1,1,1
362,1,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,1,2,1
363,1,4,6,2,2,1766,1,3,1,4,1,2,2,21,3,1,1,3,1,1,1
364,0,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,1,1,1
365,1,4,12,2,9,1542,1,4,2,3,1,4,3,36,3,2,1,3,1,2,1
366,1,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,1,1,1
367,1,1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,1,1,1
368,0,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,1
369,1,2,18,2,2,3001,1,4,2,2,1,4,1,40,3,1,1,3,1,1,1
370,1,4,36,2,0,3079,5,3,4,3,1,4,1,36,3,2,1,3,1,1,1
371,1,4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,1,2,1
372,1,4,10,4,2,2146,1,2,1,2,1,3,1,23,3,1,2,3,1,1,1
373,1,4,60,4,0,13756,5,5,2,3,1,4,4,63,1,3,1,4,1,2,1
374,0,2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,1,2,1
375,0,1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,1,1,1
376,1,4,18,3,3,2320,1,1,2,4,1,3,1,34,3,2,2,3,1,1,1
377,1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,1,1,1
378,0,2,36,2,0,14318,1,5,4,3,1,2,4,57,3,3,1,4,1,2,1
379,1,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,1,1,1
380,1,1,20,2,2,2212,5,4,4,3,1,4,3,39,3,2,1,3,1,2,1
381,0,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,1,2,1
382,1,4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,1,1,1
383,1,3,12,2,0,1330,1,2,4,3,1,1,1,26,3,2,1,3,1,1,1
384,1,4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,1,1,1
385,1,4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,1,1,1
386,1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,1
387,1,2,18,4,2,7374,1,1,4,3,1,4,2,40,2,2,2,4,1,2,1
388,1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,1,1,1
389,1,4,9,2,9,1449,1,4,3,2,1,2,3,27,3,2,2,3,1,1,1
390,1,4,18,2,0,1820,1,3,2,4,1,2,2,30,3,2,1,4,1,2,1
391,1,2,12,2,2,983,4,2,1,2,1,4,1,19,3,1,1,2,1,1,1
392,1,1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,2,2,1
393,1,1,6,4,3,1957,1,4,1,2,1,4,3,31,3,2,1,3,1,1,1
394,1,4,9,4,2,2406,1,1,2,3,1,3,3,31,3,2,1,4,1,1,1
395,1,2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,1,2,1
396,1,1,12,2,2,2578,1,1,3,2,1,4,4,55,3,3,1,4,1,1,1
397,1,1,36,4,2,2348,1,3,3,4,1,2,2,46,3,2,2,3,1,2,1
398,0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,1,1,1
399,1,4,24,4,3,1516,4,3,4,2,1,1,1,43,3,2,2,2,1,1,1
400,1,4,18,2,3,1473,1,2,3,4,1,4,1,39,3,2,1,3,1,2,1
401,1,2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,1,1,1
402,0,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,1,2,1
403,1,4,14,3,0,802,1,3,4,3,1,2,3,27,3,2,2,2,1,1,1
404,1,2,18,3,0,2899,5,5,4,3,1,4,3,43,3,2,1,3,2,1,1
405,0,2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,1,2,1
406,1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,2,2,1
407,1,1,15,2,3,1053,1,2,4,4,1,2,1,27,3,2,1,3,1,1,2
408,1,4,24,2,3,3235,3,5,3,1,1,2,3,26,3,2,1,4,1,2,1
409,0,3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,1,2,1
410,1,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,1,2,1
411,1,4,33,4,1,7253,1,4,3,3,1,2,3,35,3,2,2,4,1,2,1
412,0,4,12,4,9,2292,1,1,4,3,1,2,3,42,2,2,2,4,1,2,1
413,1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,2
414,0,1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,1,1,1
415,1,4,36,4,1,5842,1,5,2,3,1,2,2,35,3,2,2,3,2,2,1
416,0,1,12,2,0,2579,1,2,4,3,1,1,1,33,3,2,1,2,2,1,1
417,1,1,18,3,6,8471,5,3,1,2,1,2,3,23,3,1,2,3,1,2,1
418,1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,1,1,1
419,0,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,1,1,1
420,1,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,1,1,1
421,1,2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,1,1,1
422,1,2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,2,1,1
423,1,4,21,3,2,1591,2,4,4,3,1,3,1,34,3,2,2,4,1,1,1
424,0,2,12,2,2,2762,5,5,1,2,1,2,2,25,1,2,1,3,1,2,1
425,1,2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,1,2,1
426,1,4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,1,1,1
427,1,4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,1,1,1
428,1,4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,1,1,1
429,0,1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,2,1,1
430,1,4,5,2,9,3448,1,4,1,3,1,4,1,74,3,2,1,2,1,1,1
431,0,2,24,2,10,11328,1,3,2,3,2,3,3,29,1,2,2,4,1,2,1
432,1,1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,1,2,1
433,1,4,24,4,5,2058,1,3,4,1,1,2,1,33,3,2,2,3,1,2,1
434,1,1,9,2,2,2136,1,3,3,3,1,2,1,25,3,2,1,3,1,1,1
435,0,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,1,2,1
436,1,4,6,2,5,660,3,4,2,4,1,4,1,23,3,1,1,2,1,1,1
437,1,4,24,4,0,1287,4,5,4,2,1,4,1,37,3,2,2,3,1,2,1
438,1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,1,1,1
439,0,3,12,1,9,609,1,2,4,2,1,1,1,26,3,2,1,1,1,1,1
440,1,4,12,2,0,1884,1,5,4,3,1,4,3,39,3,2,1,4,1,2,1
441,1,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,1,1,1
442,1,2,20,3,10,2629,1,3,2,3,1,3,3,29,1,2,2,3,1,2,1
443,0,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1
444,0,2,48,4,2,5096,1,3,2,2,1,3,3,30,3,2,1,4,1,2,1
445,1,4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,1,1,1
446,0,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,1
447,1,2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,1,1,1
448,1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,1
449,0,2,15,3,5,1512,4,3,3,4,1,3,2,61,2,2,2,3,1,1,1
450,1,4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,1,2,1
451,1,4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,1,1,1
452,1,4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,1,1,1
453,1,4,24,2,1,2670,1,5,4,3,1,4,3,35,3,2,1,4,1,2,1
454,0,1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,1,2,1
455,1,4,24,2,1,2679,1,2,4,2,1,1,4,29,3,2,1,4,1,2,1
456,1,1,11,4,0,3905,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1
457,0,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,1,2,1
458,1,1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,1,1,1
459,1,4,18,2,3,4594,1,2,3,3,1,2,3,32,3,2,1,3,1,2,1
460,1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,2,1,1
461,1,1,15,2,0,1721,1,2,2,3,1,3,1,36,3,2,1,3,1,1,1
462,1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,1,1,1
463,1,2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,1,1,1
464,1,4,18,2,9,1950,1,4,4,3,1,1,3,34,2,2,2,3,1,2,1
465,1,1,24,2,1,2924,1,3,3,3,3,4,4,63,1,2,1,3,2,2,1
466,0,1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,1,2,1
467,1,4,48,3,3,7238,5,5,3,3,1,3,3,32,1,2,2,3,2,1,1
468,1,4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,1,2,1
469,1,4,24,3,1,4679,1,4,3,3,1,3,3,35,3,2,2,2,1,2,1
470,0,2,24,2,3,3092,2,2,3,4,1,2,3,22,3,1,1,3,1,2,1
471,0,1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,1,1,1
472,0,1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,1,1,1
473,1,4,6,2,8,1238,5,1,4,3,1,4,2,36,3,2,1,4,2,2,1
474,0,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,1,1,1
475,0,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,1,1,1
476,1,4,39,2,1,2569,3,3,4,3,1,4,3,24,3,2,1,3,1,1,1
477,1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,1,1,1
478,1,2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,1,1,1
479,1,1,15,4,2,1478,1,5,4,3,1,4,3,44,3,2,2,3,2,2,1
480,1,2,12,4,3,3573,1,3,1,2,1,1,1,23,3,2,1,2,1,1,1
481,1,2,24,2,0,1201,1,2,4,3,1,1,2,26,3,2,1,3,1,1,1
482,1,1,30,2,2,3622,4,5,4,2,1,4,2,57,3,1,2,3,1,2,1
483,1,4,15,3,2,960,4,4,3,2,1,2,2,30,3,2,2,3,1,1,1
484,1,4,12,4,0,1163,3,3,4,3,1,4,1,44,3,2,1,3,1,2,1
485,0,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,1,2,1
486,1,4,12,2,3,3077,1,3,2,3,1,4,3,52,3,2,1,3,1,2,1
487,1,4,24,2,0,3757,1,5,4,2,2,4,4,62,3,3,1,3,1,2,1
488,1,4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,1,1,2
489,1,4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,1,1,1
490,1,4,12,4,3,1934,1,5,2,3,1,2,4,26,3,2,2,3,1,1,1
491,0,2,27,0,9,8318,1,5,2,2,1,4,4,42,3,3,2,4,1,2,1
492,1,4,6,4,3,1237,2,3,1,2,1,1,2,27,3,2,2,3,1,1,1
493,1,2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,1,1,1
494,1,1,12,4,0,2122,1,3,3,3,1,2,1,39,3,1,2,2,2,1,2
495,0,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,1,1,1
496,0,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,1,2,1
497,1,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,1
498,1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,1,1,1
499,1,3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,2,1
500,0,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,1,1,1
501,1,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,1
502,1,3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,1,1,1
503,0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,1,1
504,0,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,1,1,1
505,0,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,1,1
506,1,3,15,4,1,2360,3,3,2,3,1,2,3,36,3,2,1,3,1,2,1
507,0,2,15,1,0,6850,2,1,1,3,1,2,2,34,3,2,1,4,2,2,1
508,1,4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,1,1
509,1,4,39,2,1,8588,2,5,4,3,1,2,3,45,3,2,1,4,1,2,1
510,0,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,1,1,1
511,1,4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,1,2,1
512,1,3,15,2,9,2687,1,4,2,3,1,4,2,26,3,1,1,3,1,2,1
513,1,2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,1,1,1
514,1,4,24,2,0,2255,5,2,4,3,1,1,2,54,3,2,1,3,1,1,1
515,1,1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,1,1,2
516,1,1,6,4,0,1361,1,2,2,3,1,4,1,40,3,2,1,2,2,1,2
517,0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,1
518,1,1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,2,1
519,1,4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,1,1,1
520,1,4,24,4,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,1,1
521,0,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,1,1
522,0,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1
523,1,4,24,2,1,3488,2,4,3,2,1,4,3,23,3,2,1,3,1,1,1
524,1,2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,2,1,1
525,1,2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,1,1,1
526,1,4,15,4,6,1532,2,3,4,2,1,3,3,31,3,2,1,3,1,1,1
527,1,4,4,4,3,1503,1,4,2,3,1,1,1,42,3,2,2,2,2,1,1
528,0,1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,1,1,1
529,1,1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,2,2,1
530,1,2,36,2,6,2273,1,4,3,3,1,1,3,32,3,2,2,3,2,1,1
531,0,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,1,2,1
532,1,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,1,1
533,1,4,24,2,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,1,2,1
534,1,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,1,1
535,0,3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,1,1,1
536,1,1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,1,2,1
537,1,2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,1,2,1
538,0,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,1,1
539,1,3,18,2,2,3049,1,2,1,2,1,1,2,45,2,2,1,2,1,1,1
540,0,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,1,1
541,1,4,24,3,0,2032,1,5,4,3,1,4,4,60,3,3,2,3,1,2,1
542,0,1,30,2,2,6350,5,5,4,3,1,4,2,31,3,2,1,3,1,1,1
543,0,3,18,2,2,2864,1,3,2,3,1,1,1,34,3,2,1,2,2,1,1
544,1,4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,1,1,1
545,0,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,1,1
546,1,4,24,4,0,2022,1,3,4,2,1,4,3,37,3,2,1,3,1,2,1
547,1,4,24,2,3,1552,1,4,3,3,1,1,3,32,1,2,1,3,2,1,1
548,0,1,12,1,3,626,1,3,4,2,1,4,1,24,1,2,1,2,1,1,1
549,1,4,48,4,1,8858,5,4,2,3,1,1,4,35,3,3,2,3,1,2,1
550,1,4,12,4,5,996,5,4,4,2,1,4,1,23,3,2,2,3,1,1,1
551,1,4,6,1,3,1750,3,5,2,3,1,4,2,45,1,2,1,2,2,1,1
552,0,1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,1,2,1
553,1,2,12,4,0,1995,2,2,4,3,1,1,3,27,3,2,1,3,1,1,1
554,1,2,9,2,6,1199,1,4,4,2,1,4,2,67,3,2,2,4,1,2,1
555,0,2,12,2,3,1331,1,2,2,3,1,1,3,22,2,2,1,3,1,1,1
556,0,2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,1,1,1
557,0,4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,1
558,0,1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,1,1,1
559,0,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,1,1,1
560,1,1,24,2,1,2964,5,5,4,3,1,4,4,49,1,3,1,3,2,2,1
561,0,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,1
562,1,3,6,3,3,683,1,2,2,2,1,1,2,29,1,2,1,3,1,1,1
563,0,2,36,2,0,12389,5,3,1,3,1,4,4,37,3,3,1,3,1,2,1
564,1,2,24,3,9,4712,5,3,4,3,1,2,2,37,1,2,2,4,1,2,1
565,1,2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,1,2,1
566,0,1,12,2,0,1372,1,4,2,1,1,3,3,36,3,2,1,3,1,1,1
567,1,4,24,4,3,2578,4,5,2,3,1,2,3,34,3,2,1,3,1,1,1
568,1,2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,2,2,1
569,0,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,2,1
570,0,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,2,1
571,1,4,30,4,3,5954,1,4,3,3,2,2,3,38,3,2,1,3,1,1,1
572,1,4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,2,1
573,1,1,15,2,9,806,1,3,4,2,1,4,2,22,3,2,1,2,1,1,1
574,1,2,9,2,3,1082,1,5,4,3,1,4,3,27,3,2,2,2,1,1,1
575,1,4,15,4,2,2788,1,4,2,2,2,3,3,24,1,2,2,3,1,1,1
576,1,2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,1,1,1
577,1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,2,1
578,0,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,1,1
579,1,4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,1
580,0,2,18,4,0,1056,1,5,3,3,3,3,1,30,1,2,2,3,1,1,1
581,1,2,12,4,0,3124,1,2,1,3,1,3,1,49,1,2,2,2,2,1,1
582,1,4,9,2,2,1388,1,3,4,2,1,2,1,26,3,1,1,3,1,1,1
583,0,2,36,2,5,2384,1,2,4,3,1,1,4,33,3,1,1,2,1,1,1
584,1,4,12,2,0,2133,5,5,4,2,1,4,4,52,3,3,1,4,1,2,1
585,0,1,18,2,2,2039,1,3,1,2,1,4,1,20,1,1,1,3,1,1,1
586,1,1,9,4,0,2799,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1
587,1,1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,1,1,1
588,0,1,18,2,4,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,2,1
589,0,1,12,4,2,2246,1,5,3,3,1,3,2,60,3,2,2,3,1,1,1
590,1,1,12,4,3,385,1,4,4,2,1,3,1,58,3,2,4,2,1,2,1
591,1,2,24,3,0,1965,5,3,4,2,1,4,3,42,3,1,2,3,1,2,1
592,1,4,21,2,9,1572,4,5,4,2,1,4,1,36,1,2,1,2,1,1,1
593,0,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,1
594,0,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,1,2,1
595,0,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,1,1,1
596,0,1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,1,1
597,0,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,2,1
598,0,4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,1,1
599,1,4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,1,1,1
600,1,2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,1,1
601,0,2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,1,1,1
602,0,2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,1,1,1
603,0,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,2,1
604,1,3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,1,1,1
605,1,1,24,1,2,2828,3,3,4,3,1,4,1,22,2,2,1,3,1,2,1
606,1,4,24,4,9,4526,1,3,3,3,1,2,1,74,3,2,1,4,1,2,1
607,0,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,1,1
608,1,4,18,2,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,1,1,1
609,1,4,15,2,1,1300,5,5,4,3,1,4,4,45,1,3,1,3,2,1,1
610,0,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1
611,0,3,10,2,0,1240,2,5,1,2,1,4,4,48,3,3,1,2,2,1,1
